institute,country,us_state,type
markus.leippold@bf.uzh.ch,Switzerland,NA,University
"Key Laboratory of Molecular Biophysics of Ministry of Education, College of Life Science and Technology, Huazhong University of Science and Technology",Colombia,NA,University
"The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China",China,NA,Medical Center
Sichuan University,China,NA,University
Chongqing University Cancer Hospital,China,NA,Medical Center
"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Colombia,NA,Medical Center
"Brandenburg Medical School Theodor Fontane, Germany",Germany,NA,Medical Center
"KTH Climate Action Centre, Stockholm, Sweden",Sweden,NA,NA
"FLOW, Engineering Mechanics, KTH Royal Institute of Technology, Stockholm, Sweden",Sweden,NA,University
"Amazon, Palo Alto, CA, USA",United States,California,Industry
"Department of Mathematics, Josip Juraj Strossmayer University of Osijek, Osijek, Croatia",Croatia,NA,University
"Department of Communication, Michigan State University, East Lansing, MI, United States",United States,Michigan,University
University of Wisconsin,United States,Wisconsin,University
"David Eccles School of Business, University of Utah",United States,Utah,University
"Technical University of Munich, TUM School of Natural Sciences, Department of Bioscience, Bayerisches NMR Zentrum, Lichtenbergstrasse 4, 85748 Garching, Germany",Germany,NA,University
"Technical University of Munich, TUM School of Computation, Information and Technology, Boltzmannstr. 3, 85748 Garching, Germany",Germany,NA,University
"Moscow Institute of Physics and Technology, Dolgoprudny, Russia",Russia,NA,NA
"Aristotle University of Thessaloniki, Thessaloniki, Greece",Greece,NA,University
"Dept. of Conegliano, IRCCS â€œE. Medeaâ€ Scientific Institute, Conegliano, Italy",Italy,NA,NA
"American Society of Clinical Oncology, Journal of Clinical Oncology, Alexandria, VA",United States,Virginia,Industry
"University of Rochester Medical Centerâ€”Wilmot Cancer Institute, Rochester, NY",United States,New York,Medical Center
"Department of Psychiatry, University of Oxford, Oxford, United Kingdom",United Kingdom,NA,Medical Center
"School of Electrical and Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea",South Korea,NA,University
Peking University,Colombia,NA,University
University of Oxford,Colombia,NA,University
"School of Public Health, Shanghai Jiao Tong University School of Medicine",China,NA,Medical Center
"School of Computer Engineering and Science, Shanghai University, Shanghai 200444, China;, whzhu@shu.edu.cn, (W.Z.);, xiaoyu121@shu.edu.cn, (X.Z.);, qiuhongzhai@shu.edu.cn, (Q.Z.)",China,NA,University
"Department of Ophthalmology, The James Cook University Hospital, Middlesbrough, UK",United Kingdom,NA,Medical Center
"Department of Biomedical Science, Humanitas University, Milan, Italy",Italy,NA,University
"Faculdad de InformÃ¡tica, Universidad de Murcia, Murcia, Spain",Spain,NA,University
"Department of Computer Education, Chuncheon National University of Education, Chuncheon 24328, Republic of Korea;, ypark@cnue.ac.kr",South Korea,NA,University
Royal Institute of Technology,Sweden,NA,University
"School of Software Engineering, South China University of Technology, China",China,NA,University
"Pazhou Laboratory (Huangpu), China",China,NA,NA
"Nuremberg Institute of Technology, Germany",Germany,NA,University
"Department of Pediatrics, Faculty of Medicine, Hacettepe University, Ankara, Turkey",Turkey,NA,Medical Center
Penn Medicine,United States,Pennsylvania,Medical Center
Stanford Medicine,United States,California,Medical Center
Wellesley College,United States,Massachusetts,University
"Monash University, Computational and Collective Intelligence Group, Department of Data Science and AI Faculty of Information Technology., alan.dorin@monash.edu",Colombia,NA,University
"JetBrains and Astroparticle Physics Lab, JetBrains Research, Paphos 8015, Cyprus",Cyprus,NA,NA
"University of Kentucky College of Pharmacy, Department of Pharmacy Practice Science114M Lee T. Todd, Jr. Building789 South Limestone Dr, Lexington, KY 40536-0596",United States,Kentucky,University
"Massachusetts College of Pharmacy and Health Sciences, Department of Pharmacy Practice, 40 Foster StreetWorcester, MA 01608",United States,Massachusetts,Medical Center
"Heinrich Heine University, Germany",Germany,NA,University
"College of Information and Computer Sciences, University of Massachusetts Amherst, USA",United States,Massachusetts,University
"UC San Diego, USA",United States,California,University
"Department of Electrical Engineering and Computer Science, York University, Canada",Canada,NA,University
"University at Buffalo, USA",United States,New York,University
"Electrical Engineering and Computer Science Department, University of Michigan, USA",United States,Michigan,University
"Cyber Security Research and Innovation (CSRI), Deakin University, Australia.",Australia,NA,University
"The University of Queensland, Australia.",Australia,NA,University
"Stanford Healthcare Tri-Valley, Pleasanton, CA",United States,California,Medical Center
"Department of Neurology, Mayo Clinic, Rochester, MN, USA",United States,Minnesota,Medical Center
"Department of Biomedical Data Science, Stanford University School of Medicine, Stanford, CA, USA",United States,California,Medical Center
"Center for Biomedical Informatics Research, Stanford University School of Medicine, Stanford, CA, USA",United States,California,Medical Center
"The Stanford Institute for Human-Centered Artificial Intelligence, Stanford University, Palo Alto, CA",United States,California,University
"Division of Pediatric Hospital Medicine, Department of Pediatrics, Stanford University, Palo Alto, CA",United States,California,Medical Center
"Technology and Digital Services, Stanford Health Care, Palo Alto, CA, USA",United States,California,Medical Center
"Massachusetts Institute of Technology, Cambridge, MA, USA.",United States,Massachusetts,University
"Department of Radiology and Imaging Sciences, Emory University School of Medicine, Atlanta, GA 30322, USA.",United States,Georgia,Medical Center
"St. Josephâ€™s Institute of Technology, Chennai, India",India,NA,University
"Sathyabama Institute of Science and Technology, Chennai, India",India,NA,University
"The Jackson School of Global Affairs Yale University, New Haven, USA",United States,Connecticut,University
"Department of Medicine VA Greater Los Angeles/UCLA, Los Angeles, USA",United States,California,Medical Center
"The Alan Turing Institute, London, UK",United Kingdom,NA,NA
"Beth Israel Deaoness Medical Center, Boston, MA, United States",United States,Massachusetts,Medical Center
"JMIR Publications, Toronto, ON, Canada",Canada,NA,NA
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, FL, USA.",United States,Florida,Medical Center
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, FL, USA",United States,Florida,Medical Center
"Cancer Informatics Shared Resource, University of Florida Health Cancer Center, Gainesville, FL, USA.",United States,Florida,Medical Center
"Department of Computer Science, University of Toronto, Canada",Canada,NA,University
"Northeastern University, United States",United States,Massachusetts,University
"Nuance Inc., Microsoft, United States",United States,Massachusetts,Industry
"Grammarly, United States",United States,California,Industry
"Human-Computer Interaction Institute, Carnegie Mellon University, United States and Google Research, United States",United States,Pennsylvania,University
"Naver CLOUD, Korea, Republic of",South Korea,NA,NA
"NAVER AI Lab, Korea, Republic of",South Korea,NA,NA
"Computing and Information Science, Cornell University, United States",United States,New York,University
"Tech Policy Institute, Cornell University, United States",United States,New York,University
"Cornell Tech, United States",United States,New York,University
"Department of Computer Science, University of Bayreuth, Germany",Germany,NA,University
"Computer Science Department, Columbia University, United States",United States,New York,University
"Department of Communication, University of Copenhagen, Denmark",Denmark,NA,University
"Computer Science, Columbia University, United States",United States,New York,University
"Computer Science, Northeastern University, Boston, MA, USA",United States,Massachusetts,University
"Hanover High School, Hanover, NH, USA",United States,New Hampshire,University
"Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",United States,Massachusetts,University
"Computer Science & Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",United States,Massachusetts,University
"Center for Magnetic Resonance Research, University of Minnesota, Minneapolis, MN 55455, USA",United States,Minnesota,University
"New York University Tandon, United States",United States,New York,University
"University of California, Santa Cruz, United States",United States,California,University
"Institute for Ophthalmic Research, University of TÃ¼bingen, Germany",Germany,NA,University
"Department of Chemical Engineering, University of Rochester, USA, andrew.white@rochester.edu",United States,New York,University
"Simons Center for Computational Physical Chemistry, New York University, USA",United States,New York,University
"HKUST Shenzhen-Hong Kong Collaborative Innovation Research Institute, Shenzhen, 518000, China",China,NA,NA
"Department of Software Engineering, Delhi Technological University, New Delhi, India",India,NA,University
"Department of Biomedical Engineering, Center for Biotechnology & Interdisciplinary Studies, Rensselaer Polytechnic Institute, Troy, NY, USA",United States,New York,University
Technion â€“ Israel Institute of Technology,Israel,NA,University
Technion - Israel Institute of Technology,Israel,NA,University
"Department of English Language & Linguistics, University of Birmingham",Costa Rica,NA,University
"RISE Research Institutes of Sweden, VÃ¤sterÃ¥s, Sweden",Sweden,NA,NA
"MÃ¤lardalen University, VÃ¤sterÃ¥s, Sweden",Sweden,NA,University
"Department of Biomedical Engineering, Vanderbilt University, 37235, Nashville, TN, USA",United States,Tennessee,University
"Hyundai Motor Group, Research and Development Division, Gyeonggi, South Korea",South Korea,NA,NA
"University of Potsdam, Karl-Marx-StraÃŸe 67, Potsdam 14482, Germany",Germany,NA,University
"Exeter Centre for the Study of the Life Sciences (Egenis), University of Exeter, Exeter, UK",United Kingdom,NA,University
"Stanford University, 94305, Stanford, CA, USA",United States,California,University
"IBM Argentina, Argentina",Argentina,NA,NA
"IBM Research AI, United States",United States,Massachusetts,Industry
Keio University,Costa Rica,NA,University
"Microsoft Research, Canada",Canada,NA,NA
"Indraprastha Institute of Information Technology, Delhi, India",India,NA,University
"University of Bern, Switzerland",Switzerland,NA,University
"Computer Science and Data Science, Meharry Medical College, Nashville, 37208, TN, USA",United States,Tennessee,Medical Center
"Faculty of Computer and Information Technology, Islamic Azad University, Qazvin, Iran",Iran,NA,University
"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA",United States,Maryland,Medical Center
"Institute for Foundations of Machine Learning (IFML), The University of Texas at Austin, Austin, TX, USA",United States,Texas,University
"Siemens Technology and Services Private Limited, Bangalore, India",India,NA,NA
"NeuralMind, Campinas, Brazil",Brazil,NA,NA
"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Recife, Brazil",Brazil,NA,University
"FAIR, Meta AI, New York, NY, USA.",United States,New York,Industry
"New York University, New York, NY, USA.",United States,New York,University
"Yahoo Research, Haifa, Israel",Israel,NA,NA
